Item,Factor1 Loading,Factor2 Loading,Factor3 Loading,Factor4 Loading,Factor5 Loading,Factor6 Loading,Factor7 Loading,Factor8 Loading,Communalities,Uniqueness,descriptive_name
ENVRTX35,0.18880198441329415,0.6668382339705731,0.05513918486602522,0.18584382847667116,0.02299941554810082,-0.20225149621557192,0.21648994922732454,0.12058103980320044,0.6207400040074089,0.3792599959925911,Ensuring that suppliers comply with child labor laws
ENVRTX36,0.11461911149650406,0.6846985028837205,0.2225348561883019,0.174042352706325,0.08781483126746228,-0.07018907384889582,0.11365107425248001,0.0919137555865708,0.5957647391488265,0.40423526085117345,Asking suppliers to pay a “living wage”
ENVRTX06,0.509476841267476,-0.011842041742723058,0.22775417000693624,-0.03937690411918781,0.09862926172403488,-0.03972071625991665,0.3439020106757379,0.247753619589643,0.5040853038090954,0.49591469619090456,"Pollution control (scrubbing, waste treatment)"
EPRACX01,0.23283424156713597,0.11087646501378576,0.07043988988396875,0.04765214817029693,0.01909981347170483,0.2295419437967757,0.8041182929291945,0.10684298694422997,0.784813839571389,0.21518616042861105,"Implementation of a certified environmental management system, such as ISO 14000."
EPRACX02,0.4970204967761429,0.04511294479919139,0.16738761773707703,-0.023645114359170657,0.07323478684614658,0.08046998707599295,0.6178006564603525,0.2168221057925323,0.7181704875163725,0.28182951248362753,"Implementation of internal environmental management procedures (e.g. environmental training program, internal environmental audit, newsletter)."
EPRACX03,0.6412345789837849,0.04984078328581149,0.2741091140920645,0.01732894879267552,-0.07397150723023162,0.15018653406356353,0.17915725813154876,0.30075926911518286,0.6396832278535022,0.3603167721464978,Use of cleaner technologies in the production process (e.g. abatement equipment) to reduce pollution emissions and/or resource use.
EPRACX04,0.6000533756811454,0.2808883488238677,0.23560467443184344,0.04893531415863199,-0.012601641668936889,0.3467227227471794,0.05645203839635478,0.06431924313319477,0.6245657912755758,0.37543420872442423,Environment-friendly product design.
EPRACX05,0.5465920808804163,0.25114009853353947,0.18382964347814965,0.16680136002917315,-0.10059991171101922,0.3554096865345976,0.07568638785876809,0.17109410017803625,0.5948882914432305,0.4051117085567695,Environmental improvement of packaging.
EPRACX06,0.5367050307057976,0.32650805684822004,0.17174239246060347,0.14423707396505697,0.03729597309829725,0.2523593646814628,-0.03369717097210696,0.24003133520950642,0.5687863638115672,0.4312136361884328,Use of environment-friendly raw materials.
EPERFX01,0.37828719753024104,0.163956703056484,0.6315228775914202,0.04158132697564809,0.08803099713407952,-0.036463083910405855,0.14170286815953395,-0.037893004761541484,0.6011277515660135,0.3988722484339865,Overall environmental performance.
EPERFX02,0.25947676524716573,0.3100294611018658,0.6404960842039659,0.09885010382037425,0.07351112922446869,0.10470581758073401,-0.07183909877477038,0.06630646789978643,0.6093776335133817,0.3906223664866183,Raw materials consumption.
EPERFX03,0.22524166839537543,0.21907957093897296,0.7642545017467862,0.11146950897820036,0.10036734724340843,-0.14161034369026443,-0.0568383621484706,0.12840316284832237,0.7450851279303334,0.25491487206966656,Energy consumption.
EPERFX04,0.17981392821944248,0.15984336124623114,0.7686400590732981,0.10748153334397632,0.08581177919232069,-0.14020674416936849,-0.02130885751969745,0.11271260357144115,0.7004225603097495,0.2995774396902505,Water consumption.
EPERFX05,0.2260994205507388,0.0818682776031486,0.7642950252248232,0.03510734098309888,0.03347345275131373,0.03472377573748548,0.03982941444400045,0.13099893298027562,0.664276089162887,0.33572391083711295,Emissions to air.
EPERFX06,0.06333526876580321,0.0007989711193554774,0.7148578792550867,0.04875307221360577,-0.008070276882119807,5.738226615562676e-05,0.10755006316314253,0.1647452621591842,0.5561837943598041,0.44381620564019586,Releases to water.
EPERFX07,0.1786008969118407,0.2132758563129278,0.6468477422334836,0.13664391640551096,0.10817986125191441,0.14505121355653006,0.0559918378050306,-0.10341693302962615,0.5610413176596627,0.4389586823403373,Solid waste generation (e.g. landfill capacity consumed).
EPERFX08,0.25137518761752814,0.12838328766393237,0.5502600823407997,0.08770026018020183,0.10973832204246112,0.12224416025472826,0.20697305440139382,-0.169330170935134,0.48864593343276885,0.5113540665672311,Waste recovery (e.g. recycling).
EPERFX09,0.15186185017865414,0.026692533981052875,0.5527329229675326,0.1107474009048444,-0.02829569811503034,0.0058990643419617565,0.08363222987773596,-0.1610562837424849,0.37532210574861413,0.6246778942513859,Fines or other violations of environmental rules/regulations.
LAYOUTN01,0.16097542901744427,-0.002607716011531148,0.10850306972986055,0.690519786914916,0.07004821004624785,-0.008991123481370912,0.05197530091906232,-0.05196108409770148,0.524899359390347,0.47510064060965296,We have laid out the shop floor so that processes and machines are in close proximity to each other.
LAYOUTN02,0.22535167322576344,0.05975363006276533,0.10854558526489198,0.6537167313399316,-0.03841119276118762,0.09050836365176514,-0.04913990669506418,0.00393403739495619,0.5055789725460731,0.4944210274539269,The layout of our shop floor facilitates low inventories and fast throughput.
LAYOUTN03,0.12738277312107119,0.18566102280600474,0.052605323178402094,0.6445381255419951,-0.03709134819919408,0.05054465651654008,0.05615823102988896,0.05450396562825354,0.4789480611764999,0.5210519388235001,"Our processes are located close together, so that material handling and part storage are minimized."
LAYOUTN04,0.19640841348441967,0.06832885598222777,0.06294442153230931,0.5857619446599082,0.05686824731223605,0.2509312462429811,0.018893265519174973,0.10204112273909362,0.4672939875663552,0.5327060124336448,We have located our machines to support JIT production flow.
JITDELN01,0.08889643280224337,0.15937051005256722,0.17878638932157825,0.25385055027457687,0.3615475808840488,0.3686106571760589,0.059471700555028165,0.10370729482618399,0.4105887661146775,0.5894112338853226,Our suppliers deliver to us on a just-in-time basis.
JITDELN02,0.014096769104532492,0.15741816682254559,0.24689276693510187,0.0025513013185459003,0.34927305951356574,0.24301100633793007,-0.014188353119597194,0.12537336467964458,0.2829075548869277,0.7170924451130722,We receive daily shipments from most suppliers.
JITDELN03,-0.005217054051888186,0.2198372061306306,0.11326693687723859,0.2516806424851859,0.3481591773946431,0.19907397658171339,-0.05901199504348505,0.2688847244596147,0.3611548312065163,0.6388451687934837,Our suppliers are linked with us by a pull system.
KANBANN01,-0.03545217782978815,0.09833954567947296,0.004540037251951803,-0.009900329834507,0.17007747483593672,0.5046995257081964,0.10717258138498059,0.046611521826527905,0.30835270649075347,0.6916472935092466,"Suppliers fill our kanban containers, rather than filling purchase orders."
KANBANN02,0.065524395999283,-0.028064388649357935,-0.05087450177019275,0.24782697563653475,0.1677253150632875,0.5502648670910689,0.04241575391004249,-0.016327490316273945,0.40207636955246606,0.5979236304475339,We use a kanban pull system for production control.
KANBANN03,0.07955997595759491,-0.026011567050520528,-0.03063995275015934,0.19365166720748508,0.2240778825023104,0.6701025572147052,0.04455291236671968,-0.11770111192788996,0.5605330146733922,0.4394669853266078,"We use kanban squares, containers or signals for production control."
ACCTGX51,0.22190542363936586,0.046599208549975554,0.08540989064174363,0.1798944637038982,0.18515005041270327,0.08043082786247528,0.12779955911806815,-0.046225910366408995,0.15028959210724385,0.8497104078927562,Number of personnel employed
LINKCN01,0.19203794796106888,-0.02285708940665564,0.12996392139781582,0.2564712857120849,0.5592959506430161,0.2516232105860576,-0.005243664835436792,-0.01726209989270077,0.4965208378780721,0.5034791621219279,Our customers receive just-in-time deliveries from us.
LINKCN02,0.07850628641386159,-0.04698221497333014,0.062326276138910064,0.4312092011981396,0.3035839703249868,0.009396969579686375,0.11625053313286313,-0.14793580150170807,0.32584722332076843,0.6741527766792316,We always deliver on time to our customers.
LINKCN03,-0.002522723923551387,-0.01817271074194035,0.08027087815754287,0.4588043944411435,0.38022013639807184,-0.010390227440810989,-0.04768299572612589,0.021931036049178128,0.3647114451628405,0.6352885548371595,We can adapt our production schedule to sudden production stoppages by our customers.
LINKCN04,0.05219507103854688,0.052643004941651556,-0.011813956642360275,0.2003857619396552,0.7331143296438348,0.10068463893936176,0.045009675598834016,0.06365816794755236,0.5994618846611195,0.4005381153388805,Our customers have a pull type link with us.
LINKCN05,0.0828302973230398,0.07567323074666579,0.015690648163324456,0.1760599030899306,0.7539329404431632,0.2649315346747218,0.04209251406055111,0.04964319355985234,0.6866704050792185,0.3133295949207815,Our customers are linked with us via JIT systems.
SCHEDN01,0.03931883644279573,0.1019167615978755,0.05754001264164259,0.6056009312877693,0.16529922065598143,0.11002663829707104,0.0852161527713083,-0.11121755884365077,0.4410571697979405,0.5589428302020595,We usually meet the production schedule each day.
SCHEDN02,0.012857554256088092,0.10861695503681043,0.04900149103921129,0.5976657816948702,0.1710740732600524,0.10865175405044725,0.05046518771076135,-0.04454130010058759,0.4171706971412805,0.5828293028587195,We usually complete our daily schedule as planned.
SCHEDR03,0.07083671034250164,-0.2346655608187896,0.06283163526403533,-0.06059819262002999,-0.14455795330854462,-0.17165108957973874,-0.0018544173027609638,0.17833391214075592,0.149873241806938,0.850126758193062,"We build extra slack into our daily schedule, to allow for catching up."
SETUPN01,0.18459866767912467,0.009571258213071221,-0.028712334881429796,0.5150479034129519,0.16178751161505045,-0.038420238458216946,0.006235811260489591,0.35247909496267044,0.45219872944266604,0.547801270557334,We are aggressively working to lower setup times in our plant.
SETUPN02,-0.023267585854600585,0.15090335914215308,0.12664994418239706,0.5450502615625468,0.07729383460166754,0.031286328282650114,-0.05080573018704385,0.3710022823747296,0.48361028729462874,0.5163897127053713,We have low setup times of equipment in our plant.
SETUPN03,0.19140794552823673,0.1691812280439375,0.12200730814748573,0.42175435104709724,0.3942817184459326,-0.019428824901864542,-0.08129172599070308,0.29921797527749655,0.5099970995838059,0.4900029004161941,"Our workers practice setups, in order to reduce the time required."
